FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106560525,ADVENTIST HEALTH SIMI VALLEY,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Ventura,10,813,Non-Profit,General,Comparable,,805-955-6000,2975 N SYCAMORE DRIVE,SIMI VALLEY,93065,JENNIFER SWENSON,CEO,WWW.ADVENTISTHEALTH.ORG/SIMI-VALLEY,ADVENTIST HEALTH,RAMZI FADAYEL,"TOYON ASSOCIATES, INC.",,05-0236,HSC30236F,ZZT30236F,144,144,97,13343,6133,1596,4548,0,513,7632,0,298,34063,2985,1388,345,985,0,113,1593,0,21,7430,144,0,0,0,0,0,34063,0,0,0,0,0,7430,0,0,0,0,0,64.8,64.8,4.6,4.6,12,751,472,14502,9729,2845,14770,0,1558,27360,0,2106,72870,33699,0,0,41045,0,4,99450,83280,1212,1051,354,134,1003713094,811099685,0,192613409,1737863,197986093,-3634821,4677458,4581528,0,0,-3538891,213925161,147255367,642532566,255287423,123242394,28783230,83126303,0,8859125,152377050,0,3071724,654747249,73279419,46994384,14116567,65826031,0,7207374,132303504,0,9238566,348965845,280144509,145397375,35413453,125349915,0,0,12933052,193199004,4515570,0,1125910,0,13020897,0,0,0,0,47970816,24198091,7086992,23404639,0,2068012,86289650,0,1595209,0,0,469432,851688,0,0,40278943,15591055,54761443,0,0,0,0,24955767,726484,48927291,12745110,59215151,23414511,6263858,11107595,29756625,36692422,8655539,2255410,682010,3504285,16438687,46929190,0,122977372,589168,2361696,2545459,175402885,45971311,0,110307680,19123894,175402885,5256,165366562,-134085213,176510439,58356197,251635514,128658142,0,8906357,0,114141239,3833559,4188998,116618948,588,269,1123171,161388,1284559,303,0,86276,352798,417663,89,89447,49140,47177,19050,51828,9703,433504,132768,327658,0,120549,13782,94910,0,494994,156290,382223,0,132556,15276,103220,0
106554011,ADVENTIST HEALTH SONORA - GREENLEY,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Tuolumne,6,513,Non-Profit,General,Comparable,Rural,209-536-5000,1000 GREENLEY ROAD,SONORA,95370,MICHELLE FUENTES,PRESIDENT,WWW.ADVENTISTHEALTH.ORG/SONORA,ADVENTIST HEALTH,SCOTT YASUDA,"STRATEGIC REIMBURSEMENT GROUP, LLC",,05-0335,1780673376,,152,152,105,8284,680,19684,3313,0,1009,2634,0,156,35760,1769,147,769,690,0,217,568,0,28,4188,84,0,0,0,68,0,16603,0,0,0,19157,0,3578,0,0,0,610,0,64.5,64.5,8.5,4.6,0,0,0,196513,10014,7630,55373,0,15765,94017,0,6676,385988,31840,183808,0,168909,0,8,81315,316213,1002,3715,363,168,1272623642,982827011,0,289796631,16354401,276524916,29626116,15115775,7246077,0,0,37495814,131318514,140542630,1000762498,215920090,15324462,24781131,68765085,0,22229856,71636010,0,2257267,420913901,455497605,21439702,14000096,114239245,0,41072139,193619314,0,11841640,851709741,551244305,30394205,18735151,136268487,-130180,0,47475052,175565806,9196532,0,2101397,0,11976256,0,0,0,0,116031844,6273742,19413641,46161226,0,14241839,85885824,0,1788515,0,-19840295,11766,7950803,0,0,26402362,64089967,90024953,0,0,0,0,30955403,6188427,51403420,7460384,69784201,31482114,35580407,5020234,49263385,63750332,5796591,6122659,600462,2521853,6602678,285995625,0,92324026,937501,0,433978,379691130,53475700,0,93930382,232285048,379691130,214493863,169683468,-133786663,110923406,67877505,196163708,103839682,0,9940069,86374000,96314069,2383687,1750979,16032485,1315,601,2447304,296768,2744072,271,0,121964,871815,1121828,100420,19751,192473,0,10835,8198,20,598829,723282,750212,0,190831,12189,171961,0,659716,807670,830885,0,212432,13824,219545,0
106281078,ADVENTIST HEALTH ST. HELENA,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Napa,3,407,Non-Profit,General,Comparable,,707-963-3611,10 WOODLAND ROAD,ST. HELENA,94574,"STEVEN HERBER, M.D.",PRESIDENT OF SHNV,WWW.STHELENAHOSPITAL.ORG,ST. HELENA,DEREK WONG,"TOYON ASSOCIATES, INC.",,05-0013,,ZZR00013F,127,127,59,7584,2013,5851,2554,0,738,2059,10,77,20886,1587,310,584,488,0,115,375,2,20,3481,127,0,0,0,0,0,20886,0,0,0,0,0,3481,0,0,0,0,0,45.1,45.1,6,6,0,0,0,32085,2283,440,6399,0,2031,12555,20,583,56396,6263,14576,0,31225,8748,7,111195,329805,1210,4714,0,0,1209976053,1009727184,28564625,228813494,16102046,242258824,2656716,7532680,13342372,0,0,-3152976,186146995,50469119,973359939,313268120,43420661,46105403,83306111,0,20220827,79741815,490404,3948361,590501702,349872323,25505785,4535996,74924625,0,23900156,136023080,148400,4563986,619474351,586308518,48097830,37106257,135431240,-188313,0,33975325,154368684,2455185,0,2543267,0,9629191,0,28564625,0,0,75987748,20372168,12842973,51144976,0,8688661,58129549,0,1647419,0,0,1678741,39621,0,0,38565845,11900922,88860272,12720625,5094914,507527,0,25537574,437881,42107192,16526072,49201627,24679510,18394609,9847977,51827007,53459468,7507514,967994,438425,2438208,23496485,52993462,0,85387037,22082741,1125378,0,161588618,98385599,0,67900990,-4697971,161588618,34305,175085719,-144422121,162836286,79742763,263222249,177835212,0,9446286,0,70646323,2745333,5902716,73154537,493,191,938736,133981,1072717,116,0,101586,287400,295901,2235,65076,96893,36190,6496,35064,11895,309402,67487,312514,7296,131735,234,110068,0,360756,74562,366660,8027,142462,236,120014,0
106154168,ADVENTIST HEALTH TEHACHAPI VALLEY,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Kern,9,623,Non-Profit,General,Comparable,Rural,661-771-8600,1100 MAGELLAN DRIVE,TEHACHAPI,93561,DANIEL WOLCOTT,CEO,WWW.ADVENTISTHEALTH.ORG/TEHACHAPI-VALLEY,ADVENTIST HEALTH,SCOTT YASUDA,"STRATEGIC REIMBURSEMENT GROUP, LLC",,05-1301,1275538530,,25,25,18,1560,1205,1037,902,0,405,827,0,75,6011,354,218,61,233,0,95,153,0,18,1132,20,0,0,0,5,0,4894,0,0,0,1117,0,1093,0,0,0,39,0,65.9,65.9,5.3,4.5,0,0,0,7564,5794,3082,19752,0,4833,5858,0,1167,48050,18438,18470,0,11511,0,2,7335,19095,88,226,0,0,199779124,147159688,0,52619436,5793819,54614269,3798986,211186,0,0,0,4010172,31389256,56322682,112067186,19840025,15490014,6247518,14533140,0,7132112,12870667,0,1400112,77513588,20518474,14050898,5590726,40091473,0,11239959,26993284,0,3780722,122265536,31048315,19297187,8333096,44420754,-1132,0,10859941,22914295,5132009,0,618218,0,4537005,0,0,0,0,8735481,9953875,1953863,10033325,0,6587087,15191268,0,164537,0,0,0,211186,0,0,7041541,7704436,14554524,0,0,0,0,6475781,1799518,13767690,3270779,16044656,6232456,4341250,2583577,7115859,12395905,719794,296022,153639,1785920,2945191,30710877,0,42134050,72675,0,111836,73029438,11027789,0,60525551,1476098,73029438,18568953,42640648,-33227241,41252314,7057709,48424323,6290273,0,0,59986000,60576970,51419,102510,1793423,168,90,330436,34379,364815,154,0,29839,58987,95127,10301,69105,31534,12552,7839,12820,2332,83214,99246,91035,0,26495,2405,28041,0,93302,110626,98059,0,29039,2565,31224,0
106540816,ADVENTIST HEALTH TULARE,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Tulare,9,611,Non-Profit,General,Comparable,,559-688-0821,869 N. CHERRY STREET,TULARE,93724,ANDREA KOFL,CEO,WWW.ADVENTISTHEALTHCV.COM,ADVENTIST HEALTH,MATTHEW GOSS,"STRATEGIC REIMBURSEMENT GROUP, LLC",,05-0784,1801366711,,73,73,27,2161,1,1501,2760,0,203,1472,7,769,8874,564,1,392,723,0,53,387,2,201,2323,73,0,0,0,0,0,8874,0,0,0,0,0,2323,0,0,0,0,0,33.3,33.3,3.8,3.8,10,415,324,6739,894,7821,9544,0,195,1074,1,953,27221,26581,0,0,25137,0,4,40612,152636,473,1840,194,66,267223258,233359641,1042,33864659,1502199,83341990,-47975132,-3693,0,0,0,-47978825,26105116,84968140,156150002,42228365,2411,7986692,95620179,0,7178923,48269596,240925,23446748,224973839,9151669,1278784,11704559,15891825,0,268291,1572610,7380,2374301,42249419,43141985,1004473,13300940,95259297,-458681,0,7153663,47888610,1459557,0,248305,0,24361492,1042,0,0,0,8238049,277764,6459151,16642548,0,293551,1953596,0,0,0,0,0,-10694,0,0,12240440,7054149,24111280,0,0,0,883158,9988405,1580427,21927463,5556668,20936018,7508217,8134170,3831920,9604024,17199395,1779106,3329558,93706,2707505,8218371,32436932,0,11421975,904979,2023611,303000,47090497,58328245,0,45049656,-56287404,47090497,0,63419881,-48571449,688549,22074397,22762946,11340971,0,6477638,0,47269638,2219982,84041,44260774,221,86,423915,41920,465835,56,4,29898,173434,147274,0,26079,13148,17947,9093,5797,1245,119283,64428,159737,8807,40120,116,31424,0,135521,70607,173897,9196,42980,120,33514,0
106231396,ADVENTIST HEALTH UKIAH VALLEY,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Mendocino,1,113,Non-Profit,General,Comparable,Rural,707-462-3111,275 HOSPITAL DRIVE,UKIAH,95482,JUDSON HOWE,PRESIDENT,WWW.ADVENTISTHEALTH.ORG/UKIAH-VALLEY/,ADVENTIST HEALTH,JENNY DABROWSKI,"STRATEGIC REIMBURSEMENT GROUP, LLC",4,05-0301,1235120676,,50,50,46,5910,850,936,3739,0,619,2279,90,487,14910,1235,150,233,919,0,107,611,19,141,3415,50,0,0,0,0,0,14910,0,0,0,0,0,3415,0,0,0,0,0,81.7,81.7,4.4,4.4,0,0,0,78464,10121,10526,70040,0,9517,47705,474,7923,234770,26802,109140,0,97052,2522,3,47820,184590,577,2751,575,232,705309410,523897849,40268525,221680086,12294122,212015979,21958229,5097255,7433830,0,0,19621654,98669919,142784734,463854757,95753439,13029104,12884450,66419387,0,9452730,28589508,965778,7264280,234358676,193641061,23043823,19008008,121080747,0,20626149,80981228,860801,11708917,470950734,215589391,28992725,21423566,153752172,-1608710,0,22183325,63030189,6182197,0,2191890,0,12161104,0,40268525,0,0,73805109,7080202,10364947,75363831,0,7895554,46540547,0,629896,0,0,22910,4377598,0,0,25286280,42720080,54926078,3338992,7113860,0,1759802,16885329,3502771,48024646,8458141,47040267,23807356,28446988,7661928,30658364,60346258,5662031,1914761,878647,1523556,4075823,175767202,0,77871873,4704710,500000,172586,259016371,46182567,0,60452798,152381006,259016371,125558146,97130436,-75537307,94014686,45348968,142199693,64327820,0,7702313,0,62303313,1850515,1566702,64648579,550,184,1049244,177702,1226946,129,13,80908,303903,245040,21042,95291,135967,42238,42142,21266,61447,199548,313283,257761,30183,149694,0,98775,0,245322,368945,308344,32318,162307,0,109710,0
106481015,ADVENTIST HEALTH VALLEJO,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Solano,3,409,Non-Profit,Psychiatric,Comparable,,707-648-2200,525 OREGON STREET,VALLEJO,94590,"STEVE HERBER, M.D.",CEO,HTTP://WWW.STHELENAHOSPITAL.ORG,ST HELENA HOSPITAL,DEREK WONG,"TOYON ASSOCIATES, INC.",,05-4074,,HSP30182I,61,61,52,4814,1631,4325,0,0,469,6856,125,25,18245,516,223,455,0,0,51,746,13,3,2007,0,61,0,0,0,0,0,18245,0,0,0,0,0,2007,0,0,0,0,81.9,81.9,9.1,9.1,0,0,0,4413,188,0,0,0,934,3854,0,0,9389,0,0,0,0,0,0,0,0,0,0,0,0,89214096,62771493,0,26442603,117893,30004696,-3444200,987,0,0,0,-3443213,72639492,3405035,13169569,22456569,9689987,18928890,0,0,2333372,31732419,548852,118972,85809061,1600123,68318,0,0,0,338754,1397840,0,0,3405035,16990993,6423526,13643257,0,0,0,1891930,22035953,471129,0,906674,0,408031,0,0,0,0,6464418,3270076,5267840,0,0,705386,10723804,0,11079,0,0,0,0,0,0,12521252,1285359,1578788,0,0,0,0,6117072,2026781,6242451,232993,12892466,5288891,1732875,89339,937589,7561672,145114,9293,60000,0,1287457,1347101,0,2254217,582984,29710,0,4214012,2597381,0,1792588,-175957,4214012,906,4622263,-3812744,4298878,2105209,6949067,4694850,0,249382,0,1865065,72477,103906,1931282,142,26,265844,30080,295924,32,0,35881,155128,53573,0,0,7497,13727,38,0,0,153701,19648,1219,0,45617,23278,22381,0,172582,21283,1295,0,49904,26126,24734,0
106190878,ADVENTIST HEALTH WHITE MEMORIAL,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,925,Non-Profit,General,Comparable,Teaching,323-268-5000,1720 CESAR E. CHAVEZ AVENUE,LOS ANGELES,90033-2462,JOHN RAFFOUL,CEO,WWW.WHITEMEMORIAL.COM,ADVENTIST HEALTH SYSTEM,DEREK WONG,"TOYON ASSOCIATES, INC.",,05-0103,HSC30103F,,353,353,225,12940,12513,17989,26167,0,2775,4572,404,1849,79209,2903,2493,4395,5410,0,605,1022,90,312,17230,277,33,0,16,27,0,65872,8848,0,2043,2446,0,14889,1998,0,169,174,0,61.5,61.5,4.6,4.5,33,5242,3395,14373,16669,10268,62345,0,6445,21020,285,6910,138315,56944,18888,0,73008,16592,10,246548,333870,2874,4355,2213,1181,2781099458,2367615363,45361283,458845378,6499605,480841132,-15496149,32087195,10307360,0,0,6283686,787484596,258558631,1735056231,323457176,352387124,366192540,664721710,0,46343777,131254698,7079000,44550889,1935986914,104202195,129460595,68053139,347234728,0,29739151,132010022,1899526,32513188,845112544,369791518,415153338,353762899,905800506,-54877152,0,63904785,234058103,5320072,0,13495040,0,61206254,3455,45357828,0,0,57867853,66697836,114452732,167904446,0,12178143,29206617,0,10537751,0,0,3386275,21088833,0,0,104353822,24631060,128005726,20687673,9030955,208443,14470262,47843016,938652,114015107,16656416,132716643,57881421,20859021,20059562,72953043,107708498,14530578,2993857,1986023,1600718,47551768,666517157,0,115086383,2771209,0,350000,784724749,80475001,0,79921449,624328299,784724749,525139568,519231191,-468967791,299150051,114497174,424290593,309204210,0,151664,0,79969372,47923,14835779,90969162,1463,646,2750050,412166,3162216,291,69,205707,715787,968527,16411,245566,213409,75850,189248,112159,7386,1103770,222249,728720,178238,197325,14729,305019,0,1306829,259328,843129,184376,219704,16582,332268,0
106301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,Orange,13,1012,Investor,General,Comparable,,714-774-1450,111 WEST LA PALMA AVENUE,ANAHEIM,92801,LISA HAHN,CEO,,"AHMC HEALTHCARE, INC.",LINDA MARSH,"AHMC HEALTHCARE, INC.",,05-0226,HSC30226F,ZZT30226F,223,223,89,6358,7706,3815,9236,0,499,3581,56,292,31543,1306,1553,795,2072,0,86,741,19,84,6656,223,0,0,0,0,0,31543,0,0,0,0,0,6656,0,0,0,0,0,38.8,38.8,4.7,4.7,10,1704,958,6175,14071,3961,20158,0,1262,7790,403,2197,56017,28758,0,0,30852,0,3,153613,143383,1179,1557,817,297,949999416,784931249,15938906,181007073,942369,180709672,1239770,326725,0,800,0,1565695,170009552,66952085,713037779,115372574,160493374,62970715,159448853,0,8795436,72960806,905506,4944808,585892072,51798218,97687029,21557048,120824211,0,7612693,52199129,1923752,10505264,364107344,141508493,204214952,43567940,259791065,-4606084,0,11236021,110567772,13176836,0,2829260,0,2644994,0,15938906,0,0,24888985,53965451,42263883,39722929,0,5172108,14592161,0,401556,0,0,0,138372,0,0,31627199,7273688,50771492,0,0,0,0,21767704,14895972,44218799,10154818,50924707,24541688,2845223,881992,21998087,43306466,1219247,7256537,2061889,0,25673836,52128328,0,6675149,1167276,0,0,59970753,53246256,0,0,6724497,59970753,26313257,153330585,-131613107,388988,34444269,34892083,28216934,0,0,0,0,0,0,6507916,683,230,1182000,250015,1432015,448,0,132127,344779,394183,1587,75856,212274,10604,0,6427,4163,443017,78379,366188,0,132930,48881,112605,0,535962,95392,453067,0,155667,63378,128549,0
106410817,AHMC SETON MEDICAL CENTER,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,San Mateo,4,425,Investor,General,Comparable,,650-992-4000,1900 SULLIVAN AVENUE,DALY CITY,94015,SARKIS VARTANIAN,CEO,,"AHMC HEALTHCARE, INC.",LINDA MARSH,"AHMC HEALTHCARE, INC.",,05-0289,HSC00289F,ZZR00289F,475,457,222,18641,4928,8984,21433,0,20837,4222,325,644,80014,1201,307,265,1501,0,702,224,17,17,4234,252,24,0,0,199,0,18166,4278,0,0,57570,0,1339,240,0,0,2655,0,46.2,48,18.9,14.2,0,0,0,15958,9112,1636,12685,0,9376,14596,258,2090,65711,16284,7016,0,42555,0,16,92379,117528,604,2392,0,0,1049544941,860260449,0,189284492,486467,202256529,-12485570,1250173,36676,12590,0,-11284663,378921673,121734812,548888456,221922630,84532000,31012115,155431384,0,129893636,73303965,5252211,5091365,706439306,84425700,49641952,8094267,59137990,0,52615268,76610531,649150,11930777,343105635,263154299,99528718,34825475,163252932,0,0,156005979,113264148,10780647,0,5901361,0,13546890,0,0,0,0,42888766,34645234,4280907,51316442,0,26502925,29532495,0,117723,0,0,0,0,0,0,58723275,12640016,52708798,0,0,0,0,31707998,3520756,39190621,3765065,91452382,42776500,9257589,763126,21063834,13251689,1412188,2072502,1666192,0,18540527,46337978,0,6884240,25790441,0,0,79012659,79333354,0,0,-320695,79012659,250848,226839724,-204180694,0,9272289,9272289,2388049,0,0,0,0,0,20846027,10939078,806,298,1376159,306588,1682747,264,0,74509,348214,360433,73333,183669,162885,166836,0,3397,2883,541253,80716,275887,0,304026,56781,117496,0,670877,98357,342620,0,363098,66720,141075,0
106010735,ALAMEDA HOSPITAL,7/1/2021,6/30/2022,365,In Process,Excl. Ind. Audit Adj.,Alameda,5,417,City/County,General,Comparable,,510-437-4800,2070 CLINTON AVENUE,ALAMEDA,94501,JAMES JACKSON,CEO,WWW.ALAMEDAHEALTHSYSTEM.ORG,ALAMEDA HEALTH SYSTEM,MARWIN VINLUAN,ALAMEDA HEALTH SYSTEM,,05-0211,HSC00211F,ZZR00211F,249,249,193,6891,2817,51404,4481,163,284,1058,2357,0,69455,1097,259,418,560,30,14,159,34,0,2571,68,0,0,0,181,0,11865,0,0,0,57590,0,2394,0,0,0,177,0,76.4,76.4,27,5,0,0,0,9960,4025,960,10537,895,534,4897,880,4,32692,14865,15796,0,1250,0,3,43575,121013,399,1657,0,0,599332160,494522437,0,104809723,43060,151042666,-46189883,5372353,0,0,0,-40817530,274783304,78936981,245611875,108040842,30012679,192900721,60547597,4524127,2683712,18198503,10810346,404,427718931,41208485,10984474,7526325,63004690,15018279,3772557,24388238,5649432,60749,171613229,123944653,35159101,157607376,108886089,0,19542406,5504906,27697868,2000759,0,14179279,0,0,0,0,0,0,25274369,5838052,42819670,14666198,0,951363,14888873,353577,17621,0,0,0,0,5214871,0,45626560,14811287,27504565,0,0,0,0,34384085,5032454,19950222,3733493,59975668,16778471,0,13315850,12671026,39190360,2772156,2908549,1522713,5895,1901978,5784221,0,36571431,0,0,0,42355652,23239,0,8631158,33701255,42355652,25164,1653089,-1467715,0,22355989,49623742,13052311,0,8631158,0,8631158,0,1467715,0,528,244,1026442,152128,1178570,338,0,47949,252170,242922,46416,182328,68191,102725,3596,52053,28092,495044,111752,140558,0,167047,20350,91691,0,570845,124329,163429,0,192393,23117,104457,0
106190017,ALHAMBRA HOSPITAL MEDICAL CENTER,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,913,Investor,General,Comparable,,626-570-1606,100 SOUTH RAYMOND AVENUE,ALHAMBRA,91802,IRIS LAI,CEO,,ALHAMBRA HOSPITAL MEDICAL CENTER LP,LINDA MARSH,"AHMC HEALTHCARE, INC.",,05-0281,HSC30281F,,144,144,83,7560,5486,12658,1945,0,54,1745,16,77,29541,1131,1055,1120,170,0,7,298,3,15,3799,101,0,0,17,26,0,17831,0,0,3155,8555,0,3588,0,0,190,21,0,56.2,56.2,7.8,5.6,0,0,0,2876,3549,9203,1416,0,292,3678,187,923,22124,17554,0,0,6140,0,5,69879,98432,582,995,0,0,494328075,406376245,149373440,237325270,668804,227629369,10364705,911926,0,0,0,11276631,146221900,25567006,322539169,106915503,87324027,131804655,20313968,0,696678,27925857,220251,1085172,376286111,18607222,22146227,41629790,6052747,0,1723978,20088240,1314963,6478797,118041964,62724543,203500575,72968207,21664396,-3010793,0,1683446,36200186,1827945,0,1535214,0,7282526,142612817,6760623,0,0,62675890,48582496,101551793,11865004,0,737210,11813911,0,98966,0,0,0,423629,0,0,28924425,5528603,137387937,0,0,0,0,18108756,5105242,28805341,3769065,40123449,14100823,5511538,6075279,12424292,133147619,1181021,3031791,337061,109564,11586932,175367747,0,3530187,180589,0,0,179078523,137777847,0,0,41300676,179078523,150986942,95877491,-74588133,0,13151566,13787065,10256878,0,0,0,0,0,0,0,522,197,1014093,141348,1155441,302,0,118523,242869,239118,29666,88644,189718,36116,0,52314,17125,433801,57543,206048,0,139142,72635,104924,0,495615,67167,231180,0,157935,81577,121967,0
106010739,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Alameda,5,415,Non-Profit,General,Comparable,,510-204-4444,2450 ASHBY AVENUE,BERKELEY,94609,DR. GERALD KOZAI,CEO,HTTP://WWW.ALTABATESSUMMIT.ORG/,SUTTER HEALTH,CHRISTINE HODGES,SUTTER HEALTH,,05-0305,HSC00305F,ZZR00305F,393,393,215,17239,5323,10749,12148,46,8185,17202,445,190,71527,2689,950,1879,3029,2,558,3791,94,39,13031,329,64,0,0,0,0,51597,19930,0,0,0,0,10817,2214,0,0,0,0,49.9,49.9,5.5,5.5,80,5572,1997,21306,5685,2637,14996,1,2986,24023,1186,458,73278,31936,26889,0,11522,1312,10,224811,299200,1759,3901,3026,1159,1775986800,1194231266,37022078,618777612,3587922,647879378,-25513844,56269544,11807242,0,0,18948458,542159263,185345029,1048482508,252088590,83426615,120801596,210555440,478822,128774316,251624457,5007236,2417489,1055174561,225120511,66677739,18824216,133548243,1243,48511129,214921278,9696054,3511826,720812239,375987595,123012800,76203916,260795536,0,401167,128131297,200652319,6851767,0,18338154,0,3856715,4637814,0,0,32384264,99632511,31633590,61974651,81736610,78883,47753111,295622150,0,346106,0,92696208,1122648,48297879,0,0,151069699,31505332,189276364,10041490,8311544,398919,0,100687551,21721604,106639574,28227301,186834071,95405620,31635721,13455942,81958809,153414998,22083188,3653212,4454461,5560901,49422455,196201503,0,82222437,3610986,41700786,1594733,325330445,55734865,47008,31152898,238395674,325330445,0,297549516,-218067982,286514635,97735712,393423853,311201416,0,0,0,31152898,0,51956428,195661,1446,602,2595956,497265,3093221,620,0,135663,540955,1019787,6130,172137,300520,324090,10402,54038,32234,1001973,175705,713598,0,483900,26047,194733,0,1216949,206372,847145,0,570472,30835,221448,0
