FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,COUNTY,TYPE_CNTRL,TYPE_CARE,ADDRESS,CITY,ZIP_CODE,OWNER,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,TOT_ASST
106560501,OJAI VALLEY COMMUNITY HOSPITAL,1/1/2021,12/31/2021,365,Ventura,Non-Profit,General,1306 MARICOPA HIGHWAY,OJAI,93023,COMMUNITY MEMORIAL HEALTH SYSTEM,401,0,0,0,181,0,13602588,3687625,916502,6805770,0,373797,9298651,0,760075,40881496
106301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Orange,Investor,General,1001 NORTH TUSTIN AVENUE,SANTA ANA,92705,"KPC HEALTHCARE, INC.",8460,0,0,0,0,0,15667792,18258377,24575502,47585908,0,5884003,88259081,2,1112566,113892089
106040802,ORCHARD HOSPITAL,7/1/2021,6/30/2022,365,Butte,District,General,240 SPRUCE STREET,GRIDLEY,95948,ORCHARD HOSPITAL,429,0,0,0,38,0,4261780,0,1574356,6790363,0,7147552,0,0,2172465,15903775
106040937,OROVILLE HOSPITAL,12/1/2020,11/30/2021,365,Butte,Non-Profit,General,2767 OLIVE HIGHWAY,OROVILLE,95966,OROHEALTH CORPORATION,12899,0,0,0,498,0,106575193,24948626,21376427,125826238,345525,53077894,17439296,0,4434338,519632480
106331226,PACIFIC GROVE HOSPITAL,1/1/2021,12/31/2021,365,Riverside,Investor,Psychiatric,5900 BROCKTON AVE,RIVERSIDE,92506,VISTA BEHAVIORAL HEALTH,0,2561,0,0,0,0,4675890,6214700,211567,2967363,56557,3094933,2212148,0,4280,24855680
106190696,PACIFICA HOSPITAL OF THE VALLEY,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,9449 SAN FERNANDO ROAD,SUN VALLEY,91352,PACIFICA OF THE VALLEY CORPORATION,2421,1937,0,0,128,0,4319649,8077564,33341660,46273804,0,560744,825817,0,214831,84563297
106196405,PALMDALE REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,38600 MEDICAL CENTER DRIVE,PALMDALE,93551,"UNIVERSAL HEALTH SERVICES, INC.",7266,0,0,409,0,0,41632885,40681752,16192354,58114823,0,13402516,47831625,0,428034,243261012
106331288,PALO VERDE HOSPITAL,7/1/2021,6/30/2022,365,Riverside,District,General,250 NORTH FIRST ST.,BLYTHE,92225-1702,PALO VERDE HEALTH CARE DISTRICT,364,0,0,0,0,0,1459799,405307,2924948,1379246,0,3673125,1723340,0,2343396,21568654
106374382,PALOMAR MEDICAL CENTER,7/1/2021,6/30/2022,365,San Diego,District,General,2185 CITRACADO PARKWAY,ESCONDIDO,92029,PALOMAR HEALTH,18499,0,0,0,0,0,98387946,123362223,41451508,96202804,0,24114452,147296604,0,56519366,7218316961
106370977,PALOMAR MEDICAL CENTER POWAY,7/1/2021,6/30/2022,365,San Diego,District,General,15615 POMERADO ROAD,POWAY,92064,PALOMAR HEALTH,5501,413,0,0,689,0,36849372,40228749,6384309,60153980,0,6215293,73220028,0,8313359,1983191686
106370759,PARADISE VALLEY HOSPITAL,1/1/2021,12/31/2021,365,San Diego,Investor,General,2400 EAST 4TH STREET,NATIONAL CITY,91950,"PRIME HEALTHCARE SERVICES, INC.",4033,2358,0,164,0,0,29841468,12421422,36507540,42858647,151743,16743018,1580193,0,670869,116860069
106454013,PATIENTS' HOSPITAL OF REDDING,1/1/2021,12/31/2021,365,Shasta,Investor,Specialty,2900 EUREKA WAY,REDDING,96001,DR. JAMES D. TATE,151,0,0,0,0,0,1802633,0,0,64295,0,490081,1391890,0,215766,2608414
106361768,PATTON STATE HOSPITAL,7/1/2021,6/30/2022,365,San Bernardino,State,Specialty,3102 EAST HIGHLAND AVENUE,PATTON,92369,STATE OF CALIFORNIA,0,181,0,0,472,0,0,0,0,0,0,0,0,0,0,0
106491001,PETALUMA VALLEY HOSPITAL,7/1/2021,6/30/2022,365,Sonoma,Non-Profit,General,400 NORTH MCDOWELL BLVD,PETALUMA,94952,SANTA ROSA MEMORIAL HOSPITAL,2309,0,0,0,0,0,23733560,6937799,3069388,16284468,11096,1661821,37677719,10134,0,103958463
106190243,PIH HOSPITAL - DOWNEY,10/1/2020,9/30/2021,365,Los Angeles,Non-Profit,General,11500 BROOKSHIRE AVE,DOWNEY,90241,"PIH HEALTH, INC.",8951,0,0,0,0,0,28716605,44753189,18662659,35157202,0,1027155,48176896,544135,571538,167649889
106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,7/1/2021,6/30/2022,365,Imperial,District,General,207 WEST LEGION ROAD,BRAWLEY,92227,PIONEERS MEMORIAL HEALTHCARE DISTRICT,4560,0,0,0,0,0,29291370,11590501,10917204,45853754,0,7179695,20868164,0,440380,102250988
106301297,PLACENTIA LINDA HOSPITAL,1/1/2021,12/31/2021,365,Orange,Investor,General,1301 N ROSE DRIVE,PLACENTIA,92870,TENET HEALTHCARE CORPORATION,3227,0,0,0,0,0,14806589,19963424,2591847,12813519,335,1390007,57147029,0,2261506,193661166
106320986,PLUMAS DISTRICT HOSPITAL,7/1/2021,6/30/2022,365,Plumas,District,General,1065 BUCKS LAKE ROAD,QUINCY,95971,PLUMAS HOSPITAL DISTRICT,346,0,0,0,0,0,6801981,3797231,18734961,1746254,0,2368262,0,0,284012,32436642
106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,1798 NORTH GAREY AVENUE,POMONA,91767,POMONA VALLEY HOSPITAL MEDICAL CENTER,19333,0,0,0,0,0,154036177,92526285,150992667,118826048,448958,71957928,45498374,1,51401756,763775791
106541123,PORTERVILLE STATE HOSPITAL,7/1/2021,6/30/2022,365,Tulare,State,Specialty,26501 AVENUE 140,PORTERVILLE,93257,STATE OF CALIFORNIA,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0
106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,10/1/2020,9/30/2021,365,Los Angeles,Non-Profit,General,12401 E. WASHINGTON BLVD,WHITTIER,90602-1006,"PIH HEALTH, INC.",19576,0,0,291,700,0,102990554,172947118,36701344,49257556,0,7889501,326981306,1689890,588571,1740347396
106361343,PROVDENCE ST. MARY MEDICAL CENTER,7/1/2021,6/30/2022,365,San Bernardino,Non-Profit,General,18300 HIGHWAY 18,APPLE VALLEY,92307,ST. JOSEPH HEALTH SYSTEM,13529,0,0,0,0,0,40528798,69464793,19228869,88989452,0,6469312,130444074,4233,6019163,611156049
106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,15031 RINALDI STREET,MISSION HILLS,91345-1285,PROVIDENCE HEALTH AND SERVICES,16252,0,0,246,617,0,88432429,67873202,83835310,122191867,0,17679564,176734069,0,809880,440321744
106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,1300 WEST SEVENTH STREET,SAN PEDRO,90732,PROVIDENCE HEALTH AND SERVICES,3830,606,314,381,1572,0,43283729,29425984,32398856,45879987,0,1364836,38169764,0,435335,118434969
106190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,4101 TORRANCE BLVD,TORRANCE,90503,PROVIDENCE HEALTH AND SERVICES,15986,0,0,0,1344,0,72382088,92902090,31479882,43281474,0,9149557,179703393,-10879,19830094,296708799
106301262,PROVIDENCE MISSION HOSPITAL,7/1/2021,6/30/2022,365,Orange,Non-Profit,General,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,ST. JOSEPH HEALTH SYSTEM,14985,597,701,479,0,0,120424286,91869497,23335952,41617107,0,23897684,366169815,0,70322600,707604622
106281047,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,7/1/2021,6/30/2022,365,Napa,Non-Profit,General,1000 TRANCAS STREET,NAPA,94558,"ST JOSEPH HEALTH NORTHERN CALIFORNIA, LLC",5540,0,0,266,0,0,84788666,20065126,8427770,51997274,62820,10833494,117491994,148711,218239,439496419
106121051,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,7/1/2021,6/30/2022,365,Humboldt,Non-Profit,General,3300 RENNER DRIVE,FORTUNA,95540,"ST JOSEPH HEALTH NORTHERN CALIFORNIA, LLC",706,0,0,0,0,0,20965152,1160732,946881,8493563,3376,2312457,16618553,0,0,168908650
106491064,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,7/1/2021,6/30/2022,365,Sonoma,Non-Profit,General,1165 MONTGOMERY DRIVE,SANTA ROSA,95405,"ST JOSEPH HEALTH NORTHERN CALIFORNIA, LLC",10553,0,0,271,0,0,177301436,54886439,6182371,110306587,162358,19580596,231041333,0,0,581650528
106190756,PROVIDENCE ST. JOHN'S HEALTH CENTER,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,2121 SANTA MONICA BOULEVARD,SANTA MONICA,90404,PROVIDENCE HEALTH AND SERVICES,11553,0,0,0,0,0,133243376,21506441,14701492,15982836,0,10195516,205366707,0,0,655559137
106301340,PROVIDENCE ST. JOSEPH HOSPITAL,7/1/2021,6/30/2022,365,Orange,Non-Profit,General,1100 WEST STEWART DRIVE,ORANGE,92863-5600,ST. JOSEPH HEALTH SYSTEM,19045,773,0,0,0,0,129530080,155389324,39035591,93518163,0,23176478,352989610,1,1284234,922917997
106121080,PROVIDENCE ST. JOSEPH HOSPITAL - EUREKA,7/1/2021,6/30/2022,365,Humboldt,Non-Profit,General,2700 DOLBEER ST,EUREKA,95501,"ST JOSEPH HEALTH NORTHERN CALIFORNIA, LLC",6541,0,0,234,0,0,102774910,7872604,3843943,80456704,0,10909417,100764055,4,0,324738368
106190758,PROVIDENCE ST. JOSEPH MEDICAL CENTER,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,501 SOUTH BUENA VISTA STREET,BURBANK,91505-4866,PROVIDENCE HEALTH AND SERVICES,14355,0,0,269,0,0,132033867,55273587,34750909,50106207,0,7732308,171496959,12768,3488217,400325512
106301342,PROVIDENCE ST. JUDE MEDICAL CENTER,7/1/2021,6/30/2022,365,Orange,Non-Profit,General,101 E. VALENCIA MESA DR.,FULLERTON,92835,ST. JOSEPH HEALTH SYSTEM,14188,0,0,702,0,0,106220603,174487791,22565061,43439170,0,14253170,408621993,96825,2204514,1117041775
106190517,PROVIDENCE TARZANA MEDICAL CENTER,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,18321 CLARK STREET,TARZANA,91356,PROVIDENCE HEALTH AND SERVICES,11461,0,0,0,0,0,77921778,27758223,21200192,32805141,0,3374544,128755266,0,96863,727437119
106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,7/1/2021,6/30/2022,365,San Diego,Non-Profit,Children,3020 CHILDRENS WAY,SAN DIEGO,92123,RADY CHILDREN'S HOSPITAL - SAN DIEGO,17098,619,0,0,42,0,1598179,0,465877135,66162697,7125624,50980450,498513978,0,4133607,3259665996
106361308,REDLANDS COMMUNITY HOSPITAL,10/1/2020,9/30/2021,365,San Bernardino,Non-Profit,General,350 TERRACINA BLVD,REDLANDS,92373,REDLANDS COMMUNITY HOSPITAL,10124,452,0,0,218,0,31869824,121121099,23346716,13377409,0,2133825,157184820,1009116,4337115,575689066
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,1/1/2021,12/31/2021,365,Santa Clara,Investor,General,225 NORTH JACKSON AVE,SAN JOSE,95116,"HCA HEALTHCARE, INC.",11690,0,0,0,0,0,107712737,76949023,52677280,53562012,0,35758155,99915190,0,3981115,398882734
106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,Psychiatric,150 UCLA MEDICAL PLAZA,LOS ANGELES,90095-4700,REGENTS OF THE UNIVERSITY OF CALIFORNIA,0,1679,0,0,0,0,10927595,3196552,2934643,694821,0,193095,47000395,10106955,231183,78627274
106454068,RESTPADD PSYCHIATRIC HEALTH FACILITY,1/1/2021,12/31/2021,365,Shasta,Investor,Psychiatric,2750 EUREKA WAY,REDDING,96001,O NWANGBURUKA,0,371,0,0,0,0,0,0,0,0,4604390,0,0,0,0,1021457
106524017,RESTPADD RED BLUFF PSYCHIATRIC HEALTH FACILITY,1/1/2021,12/31/2021,365,Tehama,Investor,Psychiatric,925 WALNUT STREET,RED BLUFF,96080,O NWANGBURUKA,0,418,0,0,0,0,0,0,0,0,0,4144655,0,0,0,1074201
106150782,RIDGECREST REGIONAL HOSPITAL,1/1/2021,12/31/2021,365,Kern,Non-Profit,General,1081 N. CHINA LAKE BOULEVARD,RIDGECREST,93555,RIDGECREST REGIONAL HOSPITAL,1689,0,0,0,198,0,33286481,0,51480420,6326745,0,64375324,0,1,390733,182576013
106331312,RIVERSIDE COMMUNITY HOSPITAL,1/1/2021,12/31/2021,365,Riverside,Investor,General,4445 MAGNOLIA AVE,RIVERSIDE,92501,"HCA HEALTHCARE, INC.",24312,0,0,0,0,0,167238818,147433321,68493889,99739047,0,48831455,214684201,-9618522,3866156,1539860000
106334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,7/1/2021,6/30/2022,365,Riverside,City/County,General,26520 CACTUS AVE,MORENO VALLEY,92555-3911,COUNTY OF RIVERSIDE,17951,2138,0,0,0,0,51951781,57893592,112321257,322968740,0,115895278,79833122,0,1858822,863970567
106190796,RONALD REAGAN UCLA MEDICAL CENTER,7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,General,10833 LE CONTE AVE.,LOS ANGELES,90095,REGENTS OF THE UNIVERSITY OF CALIFORNIA,21581,0,0,0,0,0,487909477,194775445,182490355,219080999,95774,14133770,1160553590,0,45476605,5137884145
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,7/1/2021,6/30/2022,365,Sacramento,City/County,Psychiatric,2150 STOCKTON BLVD.,SACRAMENTO,95817,COUNTY OF SACRAMENTO,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106270875,SALINAS VALLEY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,365,Monterey,District,General,450 EAST ROMIE LANE,SALINAS,93901,SALINAS VALLEY MEMORIAL HOSPITAL DISTRICT,10930,0,0,0,0,0,117344947,17803152,8730297,37217215,0,6576787,388570253,-2,15213267,1076073719
106361318,SAN ANTONIO REGIONAL HOSPITAL,1/1/2021,12/31/2021,365,San Bernardino,Non-Profit,General,999 SAN BERNARDINO ROAD,UPLAND,91786-4920,SAN ANTONIO REGIONAL HOSPITAL,15877,0,0,0,0,0,61945512,117164066,24552581,60221616,0,76752009,83508513,0,1113471,729122263
106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,7/1/2021,6/30/2022,365,San Diego,City/County,Psychiatric,3853 ROSECRANS STREET,SAN DIEGO,92110,COUNTY OF SAN DIEGO,0,1665,0,0,36,0,2284565,0,28645691,27834106,28529013,0,0,0,14330365,129458655
106190673,SAN DIMAS COMMUNITY HOSPITAL,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,1350 WEST COVINA BLVD,SAN DIMAS,91773,"PRIME HEALTHCARE SERVICES, INC.",2788,0,0,0,0,0,10610162,10916565,3968048,9355986,0,8442286,14440400,0,531892,49293057
106190200,SAN GABRIEL VALLEY MEDICAL CENTER,7/1/2021,6/30/2022,365,Los Angeles,Investor,General,438 WEST LAS TUNAS DRIVE,SAN GABRIEL,91776,SAN GABRIEL VALLEY MEDICAL CENTER,6986,474,0,0,17,0,56912328,23741492,19273033,29365999,0,6376710,61473347,0,433196,77776400
106331326,SAN GORGONIO MEMORIAL HOSPITAL,7/1/2021,6/30/2022,365,Riverside,District,General,600 N. HIGHLIAND SPRINGS AVE,BANNING,92220,SAN GORGONIO MEMORIAL HEALTHCARE DISTRICT,2426,0,0,0,0,0,9438528,20707128,5486791,18295199,0,7390642,8992260,0,2291233,113846353
106394003,SAN JOAQUIN - PHF,7/1/2021,6/30/2022,365,San Joaquin,City/County,Psychiatric,1212 N. CALIFORNIA STREET,STOCKTON,95202,COUNTY OF SAN JOAQUIN,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106391010,SAN JOAQUIN GENERAL HOSPITAL,7/1/2021,6/30/2022,365,San Joaquin,City/County,General,500 WEST HOSPITAL ROAD,FRENCH CAMP,95231,COUNTY OF SAN JOAQUIN,10494,0,0,0,0,0,60692093,0,87864806,159316763,-1,163809879,0,1185,2212659,596839345
106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,1/1/2021,12/31/2021,365,Fresno,Investor,Specialty,7073 N SHARON AVENUE,FRESNO,93720,"VIBRA HEALTHCARE, LLC",0,0,0,1358,0,0,23351105,3207246,776720,3624537,0,0,7437331,0,25508,12020759
106434032,SAN JOSE BEHAVIORAL HEALTH,1/1/2021,12/31/2021,365,Santa Clara,Investor,Psychiatric,455 SILICON VALLEY BOULEVARD,SAN JOSE,95138,"SJBH, LLC",0,3091,0,0,0,0,4528281,2537101,2863306,14919943,0,456061,20544384,4609,34859,56342883
106404046,SAN LUIS OBISPO COUNTY - PHF,7/1/2021,6/30/2022,365,San Luis Obispo,City/County,Psychiatric,2178 JOHNSON AVENUE,SAN LUIS OBISPO,93401,COUNTY OF SAN LUIS OBISPO,0,322,0,0,0,0,0,0,0,0,548659,1352118,15528,0,0,0
106410782,SAN MATEO MEDICAL CENTER,7/1/2021,6/30/2022,365,San Mateo,City/County,General,222 W. 39TH AVENUE,SAN MATEO,94403,COUNTY OF SAN MATEO,2188,144,0,0,303,0,19190256,21332950,107046576,252402867,-419451,6488642,0,1,4424912,372015508
106074017,SAN RAMON REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Contra Costa,Investor,General,6001 NORRIS CANYON ROAD,SAN RAMON,94583,TENET HEALTHCARE CORPORATION,3777,0,0,0,0,0,36410422,22562690,1934672,4596479,0,6730197,110993372,0,0,316451842
106420514,SANTA BARBARA COTTAGE HOSPITAL,1/1/2021,12/31/2021,365,Santa Barbara,Non-Profit,General,400 W. PUEBLO,SANTA BARBARA,93105,SANTA BARBARA COTTAGE HOSPITAL,15644,803,0,597,0,0,202943066,27363321,37455903,67528174,0,13993646,421543938,0,1194647,2134850221
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,7/1/2021,6/30/2022,365,Santa Barbara,City/County,Psychiatric,"315 CAMINO DEL REMEDIO, BLDG. 3",SANTA BARBARA,93110,COUNTY OF SANTA BARBARA,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106430883,SANTA CLARA VALLEY MEDICAL CENTER,7/1/2021,6/30/2022,365,Santa Clara,City/County,General,751 SOUTH BASCOM AVENUE,SAN JOSE,95128,COUNTY OF SANTA CLARA,31144,325,0,787,8,0,272969125,166733425,556952415,955655246,5424485,64656180,330151479,67484516,0,1038817654
106190687,SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,General,1250 16TH STREET,SANTA MONICA,90404,REGENTS OF THE UNIVERSITY OF CALIFORNIA,14429,0,0,0,0,0,166315523,129234773,47907747,33868995,102086,3059188,386847002,-1,12584920,1537866390
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,1/1/2021,12/31/2021,365,Santa Barbara,Non-Profit,General,2050 VIBORG ROAD,SOLVANG,93463,SANTA YNEZ VALLEY COTTAGE HOSPITAL,138,0,0,0,0,0,12196446,1098794,200156,1559776,0,626194,9763799,0,110433,74746428
106371256,SCRIPPS GREEN HOSPITAL,10/1/2020,9/30/2021,365,San Diego,Non-Profit,Specialty,10666 NORTH TORREY PINES ROAD,LA JOLLA,92037-9985,SCRIPPS HEALTH,7170,0,0,0,0,0,95947524,60016052,974482,1276262,0,1650089,214103075,-1,2797463,1236556794
106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,10/1/2020,9/30/2021,365,San Diego,Non-Profit,General,354 SANTA FE DRIVE,ENCINITAS,92024,SCRIPPS HEALTH,12616,0,0,0,0,0,76558379,52818715,6023908,25692444,0,1703547,197936984,0,1130357,401607650
106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,10/1/2020,9/30/2021,365,San Diego,Non-Profit,General,9888 GENESSE AVE,LA JOLLA,92037,SCRIPPS HEALTH - LA JOLLA,20275,0,0,0,0,0,163964029,91461244,25206834,41870537,0,7254431,498549893,0,7753525,1723640784
106370744,SCRIPPS MERCY HOSPITAL,10/1/2020,9/30/2021,365,San Diego,Non-Profit,General,4077 FIFTH AVENUE,SAN DIEGO,92103,SCRIPPS HEALTH,26312,885,0,0,0,0,115222211,147217051,126611451,166913476,0,11411614,255203391,-3122,5415883,599548870
106374094,SELECT SPECIALTY HOSPITAL - SAN DIEGO,1/1/2021,12/31/2021,365,San Diego,Investor,Specialty,555 WASHINGTON STREET,SAN DIEGO,92103,SELECT MEDICAL CORPORATION,794,0,0,0,0,0,22917212,10523602,66624,14143013,0,13698056,0,0,269641,49539661
106124004,SEMPERVIRENS P.H.F.,7/1/2021,6/30/2022,365,Humboldt,City/County,Psychiatric,720 WOOD STREET,EUREKA,95501,COUNTY OF HUMBOLDT,0,354,0,0,0,0,3500606,0,0,0,0,5888223,0,0,0,0
106321016,SENECA HEALTHCARE DISTRICT,7/1/2021,6/30/2022,365,Plumas,District,General,130 BRENTWOOD DRIVE,CHESTER,96020,SENECA HEALTHCARE DISTRICT,106,0,0,0,8,0,6482025,0,2459411,3854892,0,3643662,0,0,399618,20818601
106410891,SEQUOIA HOSPITAL,7/1/2021,6/30/2022,365,San Mateo,Non-Profit,General,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,94062-2799,DIGNITY HEALTH,4543,0,0,0,0,0,82487945,16737788,1366961,6367921,0,3580348,177639795,658120,0,541662860
106370875,SHARP CHULA VISTA MEDICAL CENTER,10/1/2020,9/30/2021,365,San Diego,Non-Profit,General,751 MEDICAL CENTER COURT,CHULA VISTA,90911-6699,SHARP HEALTHCARE CORPORATION,16325,0,0,0,573,0,83222082,69650610,52150076,126780784,76844,10847946,156684209,0,4017543,734278189
106370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,10/1/2020,9/30/2021,365,San Diego,Non-Profit,General,250 PROSPECT PLACE,CORONADO,92118,SHARP HEALTHCARE CORPORATION,2354,0,0,0,248,0,16625638,10615917,13934602,40661223,0,4418420,49743511,0,859281,180166552
106370714,SHARP GROSSMONT HOSPITAL,10/1/2020,9/30/2021,365,San Diego,Non-Profit,General,5555 GROSSMONT CENTER DRIVE,LA MESA,91942,SHARP HEALTHCARE CORPORATION,25330,1406,0,246,491,0,184859403,89038466,84455205,219007775,78865,18620454,246212655,0,7822470,1423239892
106374049,SHARP MCDONALD CENTER,10/1/2020,9/30/2021,365,San Diego,Non-Profit,Specialty,7989 LINDA VISTA ROAD,SAN DIEGO,92123-1489,SHARP HEALTHCARE CORPORATION,0,0,270,0,0,0,0,108850,0,0,0,3018,3486117,0,83700,17195332
106370694,SHARP MEMORIAL HOSPITAL,10/1/2020,9/30/2021,365,San Diego,Non-Profit,General,7901 FROST STREET,SAN DIEGO,92123-1489,SHARP HEALTHCARE CORPORATION,30996,0,0,439,0,0,150225853,133054479,106346776,132932234,181252,29619487,737623532,0,951666,3616073701
106370745,SHARP MESA VISTA HOSPITAL,10/1/2020,9/30/2021,365,San Diego,Non-Profit,Psychiatric,7850 VISTA HILL  AVENUE,SAN DIEGO,92123-1489,SHARP HEALTHCARE CORPORATION,0,3710,683,0,0,0,12857772,5399121,3077031,0,13267799,7233374,31787696,0,105602,239883608
106450940,SHASTA REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Shasta,Investor,General,1100 BUTTE STREET,REDDING,96001,"PRIME HEALTHCARE SERVICES, INC.",5895,413,0,0,0,0,69637177,6623243,16324277,31635393,0,25463100,13665996,40800,2759126,142022460
106190708,SHERMAN OAKS HOSPITAL,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,4929 VAN NUYS BLVD,SHERMAN OAKS,91403,"PRIME HEALTHCARE SERVICES FOUNDATION, INC.",3519,422,0,0,32,0,35376306,8625424,9694213,28707841,0,5114943,3394226,2,6956358,187922016
106344114,SHRINERS HOSPITAL FOR CHILDREN - NORTHERN CALIFORNIA,1/1/2021,12/31/2021,365,Sacramento,Non-Profit,Children,2425 STOCKTON BLVD.,SACRAMENTO,95817,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIFORNIA,982,0,0,82,0,0,0,0,10619606,8300613,0,1605522,12367819,0,0,70873868
106291023,SIERRA NEVADA MEMORIAL HOSPITAL,7/1/2021,6/30/2022,365,Nevada,Non-Profit,General,155 GLASSON WAY,GRASS VALLEY,95945,SIERRA NEVADA MEMORIAL HOSPITAL,4251,0,0,0,0,0,62037130,16563285,6533648,26120353,0,4693399,63647189,0,9232,321148641
106540798,SIERRA VIEW MEDICAL CENTER,7/1/2021,6/30/2022,365,Tulare,District,General,465 WEST PUTNAM AVENUE,PORTERVILLE,93257,SIERRA VIEW LOCAL HEALTH CARE DISTRICT,5643,0,0,0,46,0,39778070,15767683,15993124,36481957,0,4847743,41482112,-8835,130485,341834422
106342392,SIERRA VISTA HOSPITAL,1/1/2021,12/31/2021,365,Sacramento,Investor,Psychiatric,8001 BRUCEVILLE ROAD,SACRAMENTO,96823,"UHS OF DELAWARE, INC.",0,5145,0,0,0,0,6300176,3990936,4742655,0,27452649,2488908,18418912,0,72766,164060124
106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,365,San Luis Obispo,Investor,General,1010 MURRAY AVENUE,SAN LUIS OBISPO,93405,TENET HEALTHCARE CORPORATION,4923,0,0,0,0,0,33647799,10491983,11420125,25794595,74952,4316144,92929854,1218,0,312176517
106491338,SONOMA SPECIALTY HOSPITAL,7/1/2021,6/30/2022,365,Sonoma,Investor,General,501 PETALUMA,SEBASTOPOL,95472,"AMERICAN ADVANCED MANAGEMENT, INC.",322,0,0,0,0,0,10837013,0,400319,0,0,16036755,0,0,16863,23725013
106491076,SONOMA VALLEY HOSPITAL,7/1/2021,6/30/2022,365,Sonoma,District,General,347 ANDRIEUX STREET,SONOMA,95476,SONOMA VALLEY HEALTHCARE DISTRICT,779,0,0,0,113,0,13929073,5866830,548717,12862498,0,20925170,813668,10804,2156902,83985450
106301258,SOUTH COAST GLOBAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Orange,Investor,General,2701 SOUTH BRISTOL STREET,SANTA ANA,92704,"KPC HEALTHCARE, INC.",2059,268,0,0,17,0,11872450,4987017,5362892,18721054,0,167056,7428392,0,672544,18411292
106190380,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,10/1/2020,9/30/2021,365,Los Angeles,Investor,General,6245 DE LONGPRE AVENUE,HOLLYWOOD,90028,"PROSPECT MEDICAL HOLDINGS, INC.",10877,6474,1180,327,36,0,54763931,9965184,95309807,141785568,0,8021201,28794192,0,690093,328818830
106141338,SOUTHERN INYO HOSPITAL,7/1/2021,6/30/2022,365,Inyo,District,General,501 EAST LOCUST STREET,LONE PINE,93545,SOUTHERN INYO HEALTHCARE DISTRICT,25,0,0,0,63,0,32509,0,2210737,0,0,12480,0,0,8591910,9965578
